epoch,train_loss,val_loss,train_acc,val_acc,alpha,tau,alive_hard,guards,epoch_time_sec
1,1.9129066832211552,1.944464581353324,22.448979591836736,24.489795918367346,1.5,3.0,0.4695739150047302,0,2.137082099914551
2,1.8080178766834492,2.2944956847599576,34.69387755102041,25.510204081632654,1.4999857307968705,2.99997770437011,0.46938297152519226,0,1.3463068008422852
3,1.779765890569103,2.605808734893799,34.05612244897959,18.367346938775512,1.4999429237530661,2.9999108183641656,0.4686054189999898,0,1.3389618396759033
4,1.7515959472072369,2.262815764972142,35.076530612244895,18.367346938775512,1.4998715805653158,2.9997993446333058,0.47051937381426495,0,1.3538007736206055
5,1.7610142230987549,2.113492182322911,33.29081632653061,20.408163265306122,1.499771704061426,2.999643287595978,0.4767011006673177,0,1.3869524002075195
6,1.7767454191130034,2.2695755617959157,30.994897959183675,18.367346938775512,1.4996432982001695,2.999442653437765,0.474698265393575,0,1.3588931560516357
7,1.761714178688672,2.4883240291050504,31.760204081632654,19.387755102040817,1.4994863680711275,2.9991974501111365,0.475330114364624,0,1.3719911575317383
8,1.7222469947776016,2.5377133233206615,35.84183673469388,18.367346938775512,1.4993009198944889,2.9989076873351386,0.4697388211886088,0,1.3348379135131836
9,1.666343516233016,2.729487214769636,39.66836734693877,21.428571428571427,1.4990869610208026,2.9985733765950044,0.46956320603688556,0,1.3530349731445312
10,1.6034725734165736,3.7309180668422153,45.025510204081634,21.428571428571427,1.4988444999306874,2.998194531141699,0.47223066290219623,0,1.351193904876709
11,1.602691922869001,2.499893273626055,42.60204081632653,21.428571428571427,1.4985735462344942,2.9977711659913973,0.47750817735989887,0,1.3627912998199463
12,1.6178207616416775,3.0889855452946255,41.454081632653065,21.428571428571427,1.4982741106719273,2.9973032979248866,0.47578978538513184,0,1.3807883262634277
13,1.6662837193936717,3.791477986744472,39.66836734693877,21.428571428571427,1.4979462051116164,2.9967909454869006,0.483495165904363,0,1.3547818660736084
14,1.6383016912304624,3.5436059066227505,39.03061224489796,21.428571428571427,1.4975898425506482,2.996234128985388,0.48647796114285785,0,1.3898208141326904
15,1.6017199146504304,3.5469167913709367,41.70918367346939,21.428571428571427,1.4972050371140495,2.9956328704907023,0.48219721515973407,0,1.3395979404449463
16,1.5499042418538307,4.344275849206107,42.857142857142854,21.428571428571427,1.4967918040542287,2.9949871938347323,0.4807993769645691,0,1.3457050323486328
17,1.5746976380445519,3.5667171137673512,41.454081632653065,21.428571428571427,1.4963501597503703,2.9942971246099535,0.4755760629971822,0,1.3638794422149658
18,1.5698612174209283,5.007793017796108,42.984693877551024,21.428571428571427,1.4958801217077862,2.9935626901684156,0.47727986176808673,0,1.383836030960083
19,1.5944625455505994,5.233559267861502,39.41326530612245,21.428571428571427,1.4953817085572216,2.992783919620659,0.47373353441556293,0,1.3509571552276611
20,1.5677116841686016,5.0160094669887,44.13265306122449,21.428571428571427,1.4948549400541171,2.991960843834558,0.4715657631556193,0,1.3303000926971436
21,1.566090748018148,4.64520399911063,44.26020408163265,21.428571428571427,1.4942998370778244,2.9910934954341006,0.4733661512533824,0,1.3498265743255615
22,1.5971529605437298,4.000612837927682,41.83673469387755,21.428571428571427,1.4937164216307803,2.9901819087980943,0.4715862174828847,0,1.3531227111816406
23,1.5559115044924678,3.668630940573556,43.23979591836735,18.367346938775512,1.4931047168376332,2.989226120058802,0.47299694021542865,0,1.3684802055358887
24,1.5609534030057945,3.4570561477116177,43.62244897959184,24.489795918367346,1.4924647469443277,2.988226167100512,0.472211092710495,0,1.3366432189941406
25,1.5466684151668937,3.303910425731114,45.025510204081634,21.428571428571427,1.4917965373171427,2.9871820895580354,0.4688807725906372,0,1.3372092247009277
26,1.4990043664465145,3.0873656613486156,46.55612244897959,19.387755102040817,1.4911001144416858,2.986093928815134,0.46876558661460876,0,1.3309462070465088
27,1.5372108488666767,3.862635237830026,43.75,21.428571428571427,1.4903755059218449,2.9849617280028826,0.471603920062383,0,1.3243029117584229
28,1.4716049967979898,4.738789081573486,48.34183673469388,21.428571428571427,1.4896227404786924,2.983785531997957,0.4767167369524638,0,1.3154382705688477
29,1.439764486283672,3.9760447229657854,49.36224489795919,21.428571428571427,1.4888418479493482,2.9825653874208564,0.46809205412864685,0,1.3028514385223389
30,1.4730072970293007,4.022712196622576,47.95918367346939,21.428571428571427,1.4880328592857952,2.981301342634055,0.4684651593367259,0,1.3087899684906006
31,1.4302104760189445,2.5376546723502025,51.785714285714285,21.428571428571427,1.4871958065536552,2.9799934477400862,0.46738068262736004,0,1.3790688514709473
32,1.469380799604922,4.600744553974697,47.19387755102041,21.428571428571427,1.4863307229309153,2.978641754579555,0.46905898054440814,0,1.3801689147949219
33,1.537486762416606,6.9667342730930875,44.515306122448976,21.428571428571427,1.485437642706614,2.977246316729085,0.4707195957501729,0,1.3753468990325928
34,1.5754053835966149,3.9775260516575406,41.19897959183673,21.428571428571427,1.4845166012794828,2.975807189499192,0.47278206547101337,0,1.3516733646392822
35,1.5386465082363205,6.439839771815708,44.26020408163265,21.428571428571427,1.483567635156541,2.9743244299320954,0.47037603457768756,0,1.3309617042541504
36,1.5205339290657822,4.490496839795794,46.173469387755105,21.428571428571427,1.4825907819516513,2.972798096799455,0.4693482418855031,0,1.3521728515625
37,1.4667129954513238,5.401882205690656,46.81122448979592,21.428571428571427,1.4815860803840268,2.971228250600042,0.4691594938437144,0,1.3604753017425537
38,1.4252669032739134,2.4123502458844865,50.12755102040816,27.551020408163264,1.4805535702766977,2.96961495355734,0.47364970048268634,0,1.3892154693603516
39,1.3496691596751311,3.46943770136152,52.55102040816327,21.428571428571427,1.4794932925549316,2.9679582696170805,0.4738938510417938,0,1.3380632400512695
40,1.384266009136122,2.198888216699873,51.02040816326531,18.367346938775512,1.4784052892446122,2.9662582644447064,0.47323853770891827,0,1.3217391967773438
41,1.2935857833648214,2.135248678071158,56.63265306122449,30.612244897959183,1.4772896034705738,2.9645150054227716,0.47681676348050434,0,1.355712652206421
42,1.3337446256559722,2.5969568490982056,52.55102040816327,24.489795918367346,1.4761462794548912,2.9627285616482673,0.47695134083429974,0,1.3797600269317627
43,1.41788009113195,4.395174605505807,49.36224489795919,21.428571428571427,1.4749753625151272,2.960899003929886,0.476514607667923,0,1.369136095046997
44,1.2838227396108666,3.2813129084450856,56.76020408163265,23.46938775510204,1.4737768990625364,2.959026404785213,0.4809965491294861,0,1.3467755317687988
45,1.2693248366823002,2.615734134401594,57.142857142857146,25.510204081632654,1.4725509366002256,2.9571108384378526,0.4809574584166209,0,1.3536403179168701
46,1.213240578466532,4.0366083553859164,59.05612244897959,21.428571428571427,1.4712975237212709,2.9551523808144857,0.4792535702387492,0,1.3729419708251953
47,1.2034296198767058,2.670828104019165,59.94897959183673,26.53061224489796,1.4700167101067918,2.9531511095418623,0.482698659102122,0,1.3770947456359863
48,1.143509887919134,4.301639931542533,61.98979591836735,22.448979591836736,1.4687085465239815,2.951107103943721,0.48063592116038006,0,1.379507064819336
49,1.1621394948083528,8.09752014705113,59.43877551020408,21.428571428571427,1.4673730848240953,2.949020445037649,0.4842902918656667,0,1.3315768241882324
50,1.1664782348944216,7.0270176615033835,59.94897959183673,21.428571428571427,1.4660103779403955,2.946891215531868,0.48634348313013714,0,1.3755717277526855
51,1.1225626456494233,2.63385077885219,62.88265306122449,30.612244897959183,1.4646204798860518,2.944719499821956,0.48220165570576984,0,1.3890681266784668
