epoch,mean,std,frac_edge,frac_center,radius
58,0.704489,0.329287,0.000000,0.041667,2.000000
59,0.710897,0.329836,0.000000,0.041667,2.000000
60,0.716009,0.330265,0.000000,0.041667,2.000000
61,0.722612,0.329674,0.000000,0.041667,2.000000
62,0.727401,0.330042,0.000000,0.041667,2.000000
63,0.732101,0.330983,0.000000,0.041667,2.000000
64,0.737436,0.331856,0.000000,0.041667,2.000000
65,0.744881,0.330321,0.000000,0.000000,2.000000
66,0.750435,0.330556,0.000000,0.000000,2.000000
67,0.757190,0.330780,0.000000,0.000000,2.000000
68,0.762036,0.331331,0.000000,0.000000,2.000000
69,0.768862,0.330695,0.000000,0.000000,2.000000
70,0.774887,0.329552,0.000000,0.000000,2.000000
71,0.779806,0.328200,0.000000,0.000000,2.000000
72,0.785449,0.328265,0.000000,0.000000,2.000000
73,0.791217,0.328387,0.000000,0.000000,2.000000
74,0.796461,0.328336,0.000000,0.000000,2.000000
75,0.801040,0.329059,0.000000,0.000000,2.000000
76,0.805819,0.329454,0.000000,0.000000,2.000000
77,0.811000,0.330140,0.000000,0.000000,2.000000
78,0.814141,0.330165,0.000000,0.000000,2.000000
79,0.819467,0.331645,0.000000,0.000000,2.000000
80,0.825034,0.330430,0.000000,0.000000,2.000000
81,0.828150,0.329070,0.000000,0.000000,2.000000
82,0.830917,0.328605,0.000000,0.000000,2.000000
83,0.833769,0.328196,0.000000,0.000000,2.000000
84,0.839304,0.328796,0.000000,0.000000,2.000000
85,0.844599,0.328751,0.000000,0.000000,2.000000
86,0.847900,0.330510,0.000000,0.000000,2.000000
87,0.852853,0.331179,0.000000,0.000000,2.000000
88,0.857998,0.331065,0.000000,0.000000,2.000000
89,0.862684,0.330132,0.000000,0.000000,2.000000
90,0.867444,0.330924,0.000000,0.000000,2.000000
91,0.872750,0.331751,0.000000,0.000000,2.000000
92,0.876404,0.333368,0.000000,0.000000,2.000000
93,0.880407,0.334239,0.000000,0.000000,2.000000
94,0.883952,0.334955,0.000000,0.000000,2.000000
95,0.888373,0.335252,0.000000,0.000000,2.000000
96,0.892212,0.336194,0.000000,0.000000,2.000000
97,0.895417,0.337770,0.000000,0.000000,2.000000
98,0.898349,0.338947,0.000000,0.000000,2.000000
99,0.902301,0.339716,0.000000,0.000000,2.000000
100,0.906136,0.341393,0.000000,0.000000,2.000000
101,0.909306,0.341930,0.000000,0.000000,2.000000
102,0.913943,0.342755,0.000000,0.000000,2.000000
103,0.916231,0.343319,0.000000,0.000000,2.000000
104,0.919909,0.343932,0.000000,0.000000,2.000000
105,0.923720,0.343768,0.000000,0.000000,2.000000
106,0.925777,0.345023,0.000000,0.000000,2.000000
107,0.928266,0.345067,0.000000,0.000000,2.000000
108,0.932376,0.345185,0.000000,0.000000,2.000000
109,0.934868,0.346090,0.000000,0.000000,2.000000
110,0.940962,0.346536,0.000000,0.000000,2.000000
111,0.944070,0.346012,0.000000,0.000000,2.000000
112,0.947243,0.345906,0.000000,0.000000,2.000000
113,0.950953,0.345704,0.000000,0.000000,2.000000
114,0.954814,0.346332,0.000000,0.000000,2.000000
115,0.955936,0.346522,0.000000,0.000000,2.000000
116,0.958817,0.348257,0.000000,0.000000,2.000000
117,0.962993,0.348459,0.000000,0.000000,2.000000
118,0.965139,0.351307,0.000000,0.000000,2.000000
119,0.967895,0.351470,0.000000,0.000000,2.000000
120,0.971057,0.351616,0.000000,0.000000,2.000000
121,0.972963,0.353701,0.000000,0.000000,2.000000
122,0.976758,0.353734,0.000000,0.000000,2.000000
123,0.979671,0.355149,0.000000,0.000000,2.000000
124,0.983253,0.355470,0.000000,0.000000,2.000000
125,0.986346,0.355800,0.000000,0.000000,2.000000
126,0.989447,0.355580,0.000000,0.000000,2.000000
127,0.990931,0.356423,0.000000,0.000000,2.000000
128,0.993954,0.355827,0.000000,0.000000,2.000000
129,0.996310,0.356049,0.000000,0.000000,2.000000
130,0.998793,0.354671,0.000000,0.000000,2.000000
131,1.000931,0.356189,0.000000,0.000000,2.000000
132,1.004379,0.356406,0.000000,0.000000,2.000000
133,1.006756,0.356526,0.000000,0.000000,2.000000
134,1.010588,0.356786,0.000000,0.000000,2.000000
135,1.012718,0.356472,0.000000,0.000000,2.000000
136,1.014408,0.357337,0.000000,0.000000,2.000000
137,1.015700,0.359209,0.000000,0.000000,2.000000
138,1.017864,0.359747,0.000000,0.000000,2.000000
139,1.019443,0.359058,0.000000,0.000000,2.000000
140,1.022653,0.360126,0.000000,0.000000,2.000000
141,1.025463,0.361271,0.000000,0.000000,2.000000
142,1.026783,0.361991,0.000000,0.000000,2.000000
143,1.029416,0.362674,0.000000,0.000000,2.000000
144,1.031554,0.363439,0.000000,0.000000,2.000000
145,1.033295,0.366059,0.000000,0.000000,2.000000
146,1.035449,0.366704,0.000000,0.000000,2.000000
147,1.038481,0.367652,0.000000,0.000000,2.000000
148,1.040663,0.366574,0.000000,0.000000,2.000000
149,1.041780,0.367586,0.000000,0.000000,2.000000
150,1.044852,0.367743,0.000000,0.000000,2.000000
151,1.046007,0.368911,0.000000,0.000000,2.000000
152,1.047659,0.369600,0.000000,0.000000,2.000000
153,1.049847,0.369829,0.000000,0.000000,2.000000
154,1.051760,0.371237,0.000000,0.000000,2.000000
155,1.055041,0.372211,0.000000,0.000000,2.000000
156,1.057478,0.371592,0.000000,0.000000,2.000000
157,1.058518,0.372409,0.000000,0.000000,2.000000
158,1.061182,0.371825,0.000000,0.000000,2.000000
159,1.064630,0.371787,0.000000,0.000000,2.000000
160,1.065975,0.371236,0.000000,0.000000,2.000000
161,1.068935,0.370908,0.000000,0.000000,2.000000
162,1.070574,0.370044,0.000000,0.000000,2.000000
163,1.071610,0.370625,0.000000,0.000000,2.000000
164,1.076033,0.371340,0.000000,0.000000,2.000000
165,1.077680,0.373293,0.000000,0.000000,2.000000
166,1.078146,0.373423,0.000000,0.000000,2.000000
167,1.080625,0.373015,0.000000,0.000000,2.000000
168,1.082129,0.373891,0.000000,0.000000,2.000000
169,1.084277,0.374726,0.000000,0.000000,2.000000
170,1.086292,0.373681,0.000000,0.000000,2.000000
171,1.088317,0.373549,0.000000,0.000000,2.000000
172,1.090283,0.374574,0.041667,0.000000,2.000000
173,1.091857,0.373614,0.041667,0.000000,2.000000
174,1.093062,0.374224,0.041667,0.000000,2.000000
175,1.094229,0.374448,0.041667,0.000000,2.000000
176,1.096529,0.374873,0.041667,0.000000,2.000000
177,1.098238,0.376231,0.041667,0.000000,2.000000
178,1.099313,0.376065,0.041667,0.000000,2.000000
179,1.101134,0.375847,0.041667,0.000000,2.000000
180,1.103693,0.377697,0.041667,0.000000,2.000000
181,1.104456,0.377303,0.041667,0.000000,2.000000
182,1.106518,0.377465,0.041667,0.000000,2.000000
183,1.107751,0.377774,0.041667,0.000000,2.000000
184,1.111021,0.375301,0.041667,0.000000,2.000000
185,1.113278,0.375298,0.041667,0.000000,2.000000
186,1.114307,0.375208,0.041667,0.000000,2.000000
187,1.116120,0.375505,0.041667,0.000000,2.000000
188,1.118350,0.375543,0.041667,0.000000,2.000000
189,1.119349,0.376952,0.041667,0.000000,2.000000
190,1.119619,0.377763,0.041667,0.000000,2.000000
191,1.119732,0.377717,0.041667,0.000000,2.000000
192,1.119737,0.377720,0.041667,0.000000,2.000000
193,1.119738,0.377721,0.041667,0.000000,2.000000
194,1.119739,0.377721,0.041667,0.000000,2.000000
195,1.119739,0.377721,0.041667,0.000000,2.000000
196,1.119739,0.377721,0.041667,0.000000,2.000000
197,1.119739,0.377721,0.041667,0.000000,2.000000
198,1.119739,0.377721,0.041667,0.000000,2.000000
199,1.119739,0.377721,0.041667,0.000000,2.000000
200,1.119739,0.377721,0.041667,0.000000,2.000000
201,1.119739,0.377721,0.041667,0.000000,2.000000
202,1.119739,0.377721,0.041667,0.000000,2.000000
203,1.119739,0.377721,0.041667,0.000000,2.000000
204,1.119739,0.377721,0.041667,0.000000,2.000000
205,1.119739,0.377721,0.041667,0.000000,2.000000
206,1.119739,0.377721,0.041667,0.000000,2.000000
207,1.119739,0.377721,0.041667,0.000000,2.000000
208,1.119739,0.377721,0.041667,0.000000,2.000000
209,1.119739,0.377721,0.041667,0.000000,2.000000
210,1.119739,0.377721,0.041667,0.000000,2.000000
211,1.119739,0.377721,0.041667,0.000000,2.000000
212,1.119739,0.377721,0.041667,0.000000,2.000000
213,1.119739,0.377721,0.041667,0.000000,2.000000
214,1.119739,0.377721,0.041667,0.000000,2.000000
215,1.119739,0.377721,0.041667,0.000000,2.000000
216,1.119739,0.377721,0.041667,0.000000,2.000000
217,1.119739,0.377721,0.041667,0.000000,2.000000
218,1.119739,0.377721,0.041667,0.000000,2.000000
219,1.119739,0.377721,0.041667,0.000000,2.000000
220,1.119739,0.377721,0.041667,0.000000,2.000000
221,1.119739,0.377721,0.041667,0.000000,2.000000
222,1.119739,0.377721,0.041667,0.000000,2.000000
223,1.119739,0.377721,0.041667,0.000000,2.000000
224,1.119739,0.377721,0.041667,0.000000,2.000000
225,1.119739,0.377721,0.041667,0.000000,2.000000
226,1.119739,0.377721,0.041667,0.000000,2.000000
227,1.119739,0.377721,0.041667,0.000000,2.000000
228,1.119739,0.377721,0.041667,0.000000,2.000000
229,1.119739,0.377721,0.041667,0.000000,2.000000
230,1.119739,0.377721,0.041667,0.000000,2.000000
231,1.119739,0.377721,0.041667,0.000000,2.000000
232,1.119739,0.377721,0.041667,0.000000,2.000000
233,1.119739,0.377721,0.041667,0.000000,2.000000
234,1.119739,0.377721,0.041667,0.000000,2.000000
235,1.119739,0.377721,0.041667,0.000000,2.000000
236,1.119739,0.377721,0.041667,0.000000,2.000000
237,1.119739,0.377721,0.041667,0.000000,2.000000
238,1.119739,0.377721,0.041667,0.000000,2.000000
239,1.119739,0.377721,0.041667,0.000000,2.000000
240,1.119739,0.377721,0.041667,0.000000,2.000000
241,1.119739,0.377721,0.041667,0.000000,2.000000
242,1.119739,0.377721,0.041667,0.000000,2.000000
243,1.119739,0.377721,0.041667,0.000000,2.000000
244,1.119739,0.377721,0.041667,0.000000,2.000000
245,1.119739,0.377721,0.041667,0.000000,2.000000
246,1.119739,0.377721,0.041667,0.000000,2.000000
247,1.119739,0.377721,0.041667,0.000000,2.000000
248,1.119739,0.377721,0.041667,0.000000,2.000000
249,1.119739,0.377721,0.041667,0.000000,2.000000
250,1.119739,0.377721,0.041667,0.000000,2.000000
251,1.119739,0.377721,0.041667,0.000000,2.000000
252,1.119739,0.377721,0.041667,0.000000,2.000000
253,1.119739,0.377721,0.041667,0.000000,2.000000
254,1.119739,0.377721,0.041667,0.000000,2.000000
255,1.119739,0.377721,0.041667,0.000000,2.000000
256,1.119739,0.377721,0.041667,0.000000,2.000000
257,1.119739,0.377721,0.041667,0.000000,2.000000
258,1.119739,0.377721,0.041667,0.000000,2.000000
259,1.119739,0.377721,0.041667,0.000000,2.000000
260,1.119739,0.377721,0.041667,0.000000,2.000000
261,1.119739,0.377721,0.041667,0.000000,2.000000
262,1.119739,0.377721,0.041667,0.000000,2.000000
263,1.119739,0.377721,0.041667,0.000000,2.000000
264,1.119739,0.377721,0.041667,0.000000,2.000000
265,1.119739,0.377721,0.041667,0.000000,2.000000
266,1.119739,0.377721,0.041667,0.000000,2.000000
267,1.119739,0.377721,0.041667,0.000000,2.000000
268,1.119739,0.377721,0.041667,0.000000,2.000000
269,1.119739,0.377721,0.041667,0.000000,2.000000
270,1.119739,0.377721,0.041667,0.000000,2.000000
271,1.119739,0.377721,0.041667,0.000000,2.000000
272,1.119739,0.377721,0.041667,0.000000,2.000000
273,1.119739,0.377721,0.041667,0.000000,2.000000
274,1.119739,0.377721,0.041667,0.000000,2.000000
275,1.119739,0.377721,0.041667,0.000000,2.000000
276,1.119739,0.377721,0.041667,0.000000,2.000000
277,1.119739,0.377721,0.041667,0.000000,2.000000
278,1.119739,0.377721,0.041667,0.000000,2.000000
279,1.119739,0.377721,0.041667,0.000000,2.000000
280,1.119739,0.377721,0.041667,0.000000,2.000000
281,1.119739,0.377721,0.041667,0.000000,2.000000
282,1.119739,0.377721,0.041667,0.000000,2.000000
283,1.119739,0.377721,0.041667,0.000000,2.000000
284,1.119739,0.377721,0.041667,0.000000,2.000000
285,1.119739,0.377721,0.041667,0.000000,2.000000
286,1.119739,0.377721,0.041667,0.000000,2.000000
287,1.119739,0.377721,0.041667,0.000000,2.000000
288,1.119739,0.377721,0.041667,0.000000,2.000000
289,1.119739,0.377721,0.041667,0.000000,2.000000
290,1.119739,0.377721,0.041667,0.000000,2.000000
291,1.119739,0.377721,0.041667,0.000000,2.000000
292,1.119739,0.377721,0.041667,0.000000,2.000000
293,1.119739,0.377721,0.041667,0.000000,2.000000
294,1.119739,0.377721,0.041667,0.000000,2.000000
295,1.119739,0.377721,0.041667,0.000000,2.000000
296,1.119739,0.377721,0.041667,0.000000,2.000000
297,1.119739,0.377721,0.041667,0.000000,2.000000
298,1.119739,0.377721,0.041667,0.000000,2.000000
299,1.119739,0.377721,0.041667,0.000000,2.000000
300,1.119739,0.377721,0.041667,0.000000,2.000000
301,1.119739,0.377721,0.041667,0.000000,2.000000
302,1.119739,0.377721,0.041667,0.000000,2.000000
303,1.119739,0.377721,0.041667,0.000000,2.000000
304,1.119739,0.377721,0.041667,0.000000,2.000000
305,1.119739,0.377721,0.041667,0.000000,2.000000
306,1.119739,0.377721,0.041667,0.000000,2.000000
307,1.119739,0.377721,0.041667,0.000000,2.000000
308,1.119739,0.377721,0.041667,0.000000,2.000000
309,1.119739,0.377721,0.041667,0.000000,2.000000
310,1.119739,0.377721,0.041667,0.000000,2.000000
311,1.119739,0.377721,0.041667,0.000000,2.000000
312,1.119739,0.377721,0.041667,0.000000,2.000000
313,1.119739,0.377721,0.041667,0.000000,2.000000
314,1.119739,0.377721,0.041667,0.000000,2.000000
315,1.119739,0.377721,0.041667,0.000000,2.000000
316,1.119739,0.377721,0.041667,0.000000,2.000000
317,1.119739,0.377721,0.041667,0.000000,2.000000
318,1.119739,0.377721,0.041667,0.000000,2.000000
319,1.119739,0.377721,0.041667,0.000000,2.000000
320,1.119739,0.377721,0.041667,0.000000,2.000000
321,1.119739,0.377721,0.041667,0.000000,2.000000
322,1.119739,0.377721,0.041667,0.000000,2.000000
323,1.119739,0.377721,0.041667,0.000000,2.000000
324,1.119739,0.377721,0.041667,0.000000,2.000000
325,1.119739,0.377721,0.041667,0.000000,2.000000
326,1.119739,0.377721,0.041667,0.000000,2.000000
327,1.119739,0.377721,0.041667,0.000000,2.000000
328,1.119739,0.377721,0.041667,0.000000,2.000000
329,1.119739,0.377721,0.041667,0.000000,2.000000
330,1.119739,0.377721,0.041667,0.000000,2.000000
331,1.119739,0.377721,0.041667,0.000000,2.000000
332,1.119739,0.377721,0.041667,0.000000,2.000000
333,1.119739,0.377721,0.041667,0.000000,2.000000
334,1.119739,0.377721,0.041667,0.000000,2.000000
335,1.119739,0.377721,0.041667,0.000000,2.000000
336,1.119739,0.377721,0.041667,0.000000,2.000000
337,1.119739,0.377721,0.041667,0.000000,2.000000
338,1.119739,0.377721,0.041667,0.000000,2.000000
339,1.119739,0.377721,0.041667,0.000000,2.000000
340,1.119739,0.377721,0.041667,0.000000,2.000000
341,1.119739,0.377721,0.041667,0.000000,2.000000
342,1.119739,0.377721,0.041667,0.000000,2.000000
343,1.119739,0.377721,0.041667,0.000000,2.000000
344,1.119739,0.377721,0.041667,0.000000,2.000000
345,1.119739,0.377721,0.041667,0.000000,2.000000
346,1.119739,0.377721,0.041667,0.000000,2.000000
347,1.119739,0.377721,0.041667,0.000000,2.000000
348,1.119739,0.377721,0.041667,0.000000,2.000000
349,1.119739,0.377721,0.041667,0.000000,2.000000
350,1.119739,0.377721,0.041667,0.000000,2.000000
351,1.119739,0.377721,0.041667,0.000000,2.000000
352,1.119739,0.377721,0.041667,0.000000,2.000000
353,1.119739,0.377721,0.041667,0.000000,2.000000
354,1.119739,0.377721,0.041667,0.000000,2.000000
355,1.119739,0.377721,0.041667,0.000000,2.000000
356,1.119739,0.377721,0.041667,0.000000,2.000000
357,1.119739,0.377721,0.041667,0.000000,2.000000
358,1.119739,0.377721,0.041667,0.000000,2.000000
359,1.119739,0.377721,0.041667,0.000000,2.000000
360,1.119739,0.377721,0.041667,0.000000,2.000000
361,1.119739,0.377721,0.041667,0.000000,2.000000
362,1.119739,0.377721,0.041667,0.000000,2.000000
363,1.119739,0.377721,0.041667,0.000000,2.000000
364,1.119739,0.377721,0.041667,0.000000,2.000000
365,1.119739,0.377721,0.041667,0.000000,2.000000
366,1.119739,0.377721,0.041667,0.000000,2.000000
367,1.119739,0.377721,0.041667,0.000000,2.000000
368,1.119739,0.377721,0.041667,0.000000,2.000000
369,1.119739,0.377721,0.041667,0.000000,2.000000
370,1.119739,0.377721,0.041667,0.000000,2.000000
371,1.119739,0.377721,0.041667,0.000000,2.000000
372,1.119739,0.377721,0.041667,0.000000,2.000000
373,1.119739,0.377721,0.041667,0.000000,2.000000
374,1.119739,0.377721,0.041667,0.000000,2.000000
375,1.119739,0.377721,0.041667,0.000000,2.000000
376,1.119739,0.377721,0.041667,0.000000,2.000000
377,1.119739,0.377721,0.041667,0.000000,2.000000
